Region,Country,Year,Dentists_Per_10000
"Eastern Mediterranean",Jordan,2006,7.15
Europe,Belgium,2006,7.35
"Western Pacific",Japan,2006,7.39
Europe,Croatia,2006,7.48
Europe,Finland,2006,7.54
Europe,Germany,2006,7.82
Europe,Luxembourg,2006,7.93
Europe,Israel,2006,8.13
Europe,Sweden,2006,8.3
Europe,Denmark,2006,8.51
"Eastern Mediterranean",Lebanon,2006,8.54
Europe,Bulgaria,2006,8.56
Europe,Norway,2006,8.81
Europe,Estonia,2006,8.87
Europe,Iceland,2006,9.41
Americas,Cuba,2006,9.53
Americas,Chile,2005,0.01
Africa,Cameroon,2005,0.02
Africa,Guinea,2005,0.02
Africa,Uganda,2005,0.04
Africa,Gambia,2005,0.06
Africa,"Cote d'Ivoire",2005,0.1
Africa,Madagascar,2005,0.1
Africa,Nigeria,2005,0.15
"South-East Asia",Bangladesh,2005,0.16
Africa,Comoros,2005,0.29
"South-East Asia",Myanmar,2005,0.34
"Western Pacific",China,2005,0.39
Americas,Nicaragua,2005,0.46
"South-East Asia","Sri Lanka",2005,0.47
"South-East Asia",India,2005,0.48
Americas,Mexico,2005,0.94
"Eastern Mediterranean",Bahrain,2005,1.05
"Western Pacific",Malaysia,2005,1.07
"Western Pacific","Solomon Islands",2005,1.08
Africa,Seychelles,2005,1.12
"Western Pacific","Micronesia (Federated States of)",2005,1.17
Europe,Tajikistan,2005,1.43
Europe,Turkmenistan,2005,1.5
Europe,"Bosnia and Herzegovina",2005,1.76
"Eastern Mediterranean",Tunisia,2005,1.8
"Eastern Mediterranean",Oman,2005,1.82
"Eastern Mediterranean","Iran (Islamic Republic of)",2005,1.84
Europe,Uzbekistan,2005,1.97
Europe,Kyrgyzstan,2005,1.99
Americas,Brazil,2005,11.26
Europe,Greece,2005,12.24
"Western Pacific","Brunei Darussalam",2005,2.03
Europe,"Türkiye",2005,2.62
Africa,Algeria,2005,2.73
Europe,Azerbaijan,2005,2.78
Americas,Panama,2005,2.83
Europe,"Russian Federation",2005,2.88
"Western Pacific",Singapore,2005,2.99
"Eastern Mediterranean","United Arab Emirates",2005,3.03
Americas,Barbados,2005,3.09
Europe,Armenia,2005,3.19
Europe,Poland,2005,3.21
Europe,Kazakhstan,2005,3.27
Europe,Georgia,2005,3.39
Europe,"Republic of Moldova",2005,3.64
"Western Pacific","Republic of Korea",2005,3.71
"Western Pacific","New Zealand",2005,3.96
Europe,"Netherlands (Kingdom of the)",2005,4.07
Europe,Montenegro,2005,4.31
Europe,Serbia,2005,4.46
Europe,Hungary,2005,4.48
Europe,Ukraine,2005,4.56
Europe,Belarus,2005,4.71
Europe,Malta,2005,4.72
Europe,Romania,2005,4.82
"Western Pacific",Australia,2005,4.96
Europe,Spain,2005,5.04
Europe,Switzerland,2005,5.07
Europe,Austria,2005,5.14
Europe,Slovakia,2005,5.43
Americas,Canada,2005,5.6
Europe,Ireland,2005,5.6
Americas,"United States of America",2005,5.8
Europe,Portugal,2005,5.93
Europe,Andorra,2005,5.94
Europe,Italy,2005,5.98
Europe,Slovenia,2005,6
Europe,Latvia,2005,6.34
Europe,"North Macedonia",2005,6.58
Europe,Czechia,2005,6.72
"Eastern Mediterranean",Jordan,2005,6.96
Europe,Cyprus,2005,7.03
Europe,France,2005,7.07
Americas,"El Salvador",2005,7.09
Europe,Lithuania,2005,7.13
Europe,Belgium,2005,7.34
Europe,Croatia,2005,7.46
Europe,Germany,2005,7.75
Europe,Finland,2005,7.79
Europe,Luxembourg,2005,7.95
Europe,Sweden,2005,8.22
"Eastern Mediterranean",Qatar,2005,8.36
"Eastern Mediterranean","Syrian Arab Republic",2005,8.36
Europe,Israel,2005,8.37
Europe,Norway,2005,8.43
Europe,Bulgaria,2005,8.47
Europe,Denmark,2005,8.57
Europe,Estonia,2005,8.78
Americas,Cuba,2005,9.37
Americas,Colombia,2005,9.7
Europe,Iceland,2005,9.74
Africa,Benin,2004,0.01
Africa,"Central African Republic",2004,0.01
Africa,Chad,2004,0.01
Americas,Chile,2004,0.01
Africa,Liberia,2004,0.01
Africa,Mozambique,2004,0.01
Africa,Niger,2004,0.01
Africa,"Sierra Leone",2004,0.01
Africa,Burundi,2004,0.02
Africa,Guinea,2004,0.02
Africa,Guinea-Bissau,2004,0.02
"South-East Asia",Timor-Leste,2004,0.02
Africa,Mali,2004,0.03
Africa,Togo,2004,0.03
Africa,"Burkina Faso",2004,0.04
Africa,Uganda,2004,0.04
Africa,Ghana,2004,0.05
Africa,"Equatorial Guinea",2004,0.06
Africa,Eritrea,2004,0.06
Africa,Senegal,2004,0.06
Africa,Madagascar,2004,0.09
"South-East Asia",Nepal,2004,0.09
Africa,Gabon,2004,0.1
Africa,Angola,2004,0.12
"Eastern Mediterranean",Djibouti,2004,0.12
"South-East Asia",Bangladesh,2004,0.14
"South-East Asia",Bhutan,2004,0.15
Africa,Eswatini,2004,0.16
Africa,Mauritania,2004,0.16
Africa,"Cote d'Ivoire",2004,0.17
Africa,Botswana,2004,0.21
"Eastern Mediterranean",Yemen,2004,0.22
"Eastern Mediterranean",Sudan,2004,0.23
Africa,Zambia,2004,0.24
"South-East Asia",Myanmar,2004,0.28
Africa,Comoros,2004,0.29
"Western Pacific",Kiribati,2004,0.31
"South-East Asia",Maldives,2004,0.33
"Eastern Mediterranean",Pakistan,2004,0.38
"South-East Asia","Sri Lanka",2004,0.38
Africa,Namibia,2004,0.42
"South-East Asia",India,2004,0.49
"South-East Asia",Thailand,2004,0.63
Americas,Suriname,2004,0.82
Americas,Mexico,2004,0.98
"Western Pacific",Nauru,2004,0.99
"Western Pacific",Malaysia,2004,1.01
"Eastern Mediterranean",Egypt,2004,1.03
"Eastern Mediterranean",Morocco,2004,1.03
Africa,"South Africa",2004,1.14
Americas,"Saint Vincent and the Grenadines",2004,1.15
Africa,Mauritius,2004,1.34
Europe,Tajikistan,2004,1.43
Africa,Seychelles,2004,1.47
"Eastern Mediterranean",Libya,2004,1.48
"Eastern Mediterranean","Iran (Islamic Republic of)",2004,1.52
Europe,Turkmenistan,2004,1.56
"Eastern Mediterranean",Oman,2004,1.73
Europe,"Bosnia and Herzegovina",2004,1.74
"Western Pacific","Brunei Darussalam",2004,1.93
"Western Pacific",Niue,2004,10.53
Europe,Greece,2004,12.16
Europe,Uzbekistan,2004,2.02
Europe,Kyrgyzstan,2004,2.04
"Eastern Mediterranean",Bahrain,2004,2.07
"Eastern Mediterranean",Tunisia,2004,2.07
Europe,Armenia,2004,2.34
Europe,"Türkiye",2004,2.61
Europe,Azerbaijan,2004,2.73
Americas,Panama,2004,2.84
Europe,"Russian Federation",2004,2.92
"Western Pacific",Singapore,2004,2.94
Europe,Georgia,2004,3.14
"Eastern Mediterranean","United Arab Emirates",2004,3.35
Europe,Kazakhstan,2004,3.42
Europe,"Republic of Moldova",2004,3.47
"Western Pacific","Republic of Korea",2004,3.58
Europe,Poland,2004,3.7
"Western Pacific","New Zealand",2004,3.85
Europe,"Netherlands (Kingdom of the)",2004,4.03
Europe,Slovakia,2004,4.35
Europe,Malta,2004,4.41
Europe,Romania,2004,4.43
Europe,Ukraine,2004,4.52
Europe,Belarus,2004,4.58
Europe,Serbia,2004,4.73
Europe,Spain,2004,4.87
Europe,Switzerland,2004,4.98
"Western Pacific",Australia,2004,5.01
Europe,Austria,2004,5.03
Europe,Hungary,2004,5.11
"Western Pacific",Philippines,2004,5.31
Europe,"North Macedonia",2004,5.44
Europe,Ireland,2004,5.5
Europe,Portugal,2004,5.61
Europe,Italy,2004,5.67
Americas,Canada,2004,5.74
Americas,"United States of America",2004,5.8
Europe,Slovenia,2004,5.98
Europe,Latvia,2004,6.04
Europe,Andorra,2004,6.06
Europe,Lithuania,2004,6.49
"Western Pacific","Cook Islands",2004,6.62
Europe,Czechia,2004,6.67
"Eastern Mediterranean",Jordan,2004,6.75
Europe,Cyprus,2004,6.85
Europe,France,2004,7.08
"Western Pacific",Japan,2004,7.25
Europe,Belgium,2004,7.4
Europe,Croatia,2004,7.41
Europe,Luxembourg,2004,7.72
Europe,Germany,2004,7.73
Europe,Finland,2004,7.93
Europe,Norway,2004,8.05
Europe,Estonia,2004,8.19
Europe,Sweden,2004,8.27
"Eastern Mediterranean","Syrian Arab Republic",2004,8.35
Europe,Bulgaria,2004,8.4
Europe,Denmark,2004,8.57
Europe,Israel,2004,8.97
Americas,Colombia,2004,9.22
Americas,Cuba,2004,9.3
Americas,Brazil,2004,9.75
Europe,Iceland,2004,9.82
Americas,Chile,2003,0.01
Africa,Ethiopia,2003,0.01
Africa,Lesotho,2003,0.02
Africa,Gambia,2003,0.04
Africa,Madagascar,2003,0.09
Africa,Nigeria,2003,0.18
"Western Pacific",Indonesia,2003,0.23
"South-East Asia",India,2003,0.42
Americas,Nicaragua,2003,0.47
"Western Pacific",Samoa,2003,0.54
"Western Pacific",Fiji,2003,0.69
Americas,Jamaica,2003,0.8
Americas,Grenada,2003,0.83
"Western Pacific","Micronesia (Federated States of)",2003,0.89
Americas,Mexico,2003,0.94
"Western Pacific",Malaysia,2003,0.98
Europe,"Bosnia and Herzegovina",2003,1.1
Africa,Mauritius,2003,1.24
Europe,Tajikistan,2003,1.4
"South-East Asia","Democratic People's Republic of Korea",2003,1.64
Americas,Ecuador,2003,1.66
Americas,"Trinidad and Tobago",2003,1.86
Europe,Kyrgyzstan,2003,1.92
"Western Pacific",Niue,2003,10.53
Europe,Greece,2003,11.98
Europe,Turkmenistan,2003,2.02
"Western Pacific",Tuvalu,2003,2.06
Europe,Armenia,2003,2.07
Europe,Uzbekistan,2003,2.09
"Western Pacific",Tonga,2003,2.2
Europe,"Türkiye",2003,2.62
Europe,Azerbaijan,2003,2.71
Americas,Panama,2003,2.72
"Western Pacific",Singapore,2003,2.88
Europe,Poland,2003,2.9
Europe,"Russian Federation",2003,2.93
"Eastern Mediterranean","United Arab Emirates",2003,3.04
Europe,Kazakhstan,2003,3.31
Europe,"Republic of Moldova",2003,3.35
"Western Pacific","Republic of Korea",2003,3.37
Europe,Georgia,2003,3.45
"Western Pacific","New Zealand",2003,3.93
Europe,"Netherlands (Kingdom of the)",2003,4.01
Europe,Malta,2003,4.09
Europe,Romania,2003,4.18
Europe,Albania,2003,4.33
Europe,Slovakia,2003,4.35
Europe,Belarus,2003,4.4
Europe,Ukraine,2003,4.52
Europe,Serbia,2003,4.63
"Western Pacific",Australia,2003,4.71
Europe,Spain,2003,4.71
Europe,Switzerland,2003,4.91
Europe,Austria,2003,4.97
Europe,Hungary,2003,5.29
Europe,Portugal,2003,5.34
Europe,Italy,2003,5.37
Europe,Ireland,2003,5.44
Europe,"North Macedonia",2003,5.44
Europe,Latvia,2003,5.56
Americas,Canada,2003,5.72
Americas,"United States of America",2003,5.78
Europe,Slovenia,2003,6.04
"Eastern Mediterranean",Jordan,2003,6.05
Europe,Andorra,2003,6.33
Europe,Luxembourg,2003,6.49
Europe,Czechia,2003,6.57
Europe,Cyprus,2003,6.71
Europe,Lithuania,2003,6.72
Europe,France,2003,7.1
Europe,Croatia,2003,7.16
Europe,Belgium,2003,7.4
Europe,Germany,2003,7.67
Europe,Norway,2003,8.13
Europe,Sweden,2003,8.14
Europe,Estonia,2003,8.22
Europe,Bulgaria,2003,8.3
"Eastern Mediterranean","Syrian Arab Republic",2003,8.34
Europe,Denmark,2003,8.52
Americas,Colombia,2003,8.66
Americas,Cuba,2003,9.07
Americas,Brazil,2003,9.47
Europe,Israel,2003,9.48
Europe,Finland,2003,9.53
Europe,Iceland,2003,9.95
Americas,Chile,2002,0.01
"South-East Asia",Timor-Leste,2002,0.02
Africa,"United Republic of Tanzania",2002,0.04
Africa,Madagascar,2002,0.07
"South-East Asia",Bangladesh,2002,0.14
Africa,Kenya,2002,0.23
"South-East Asia","Sri Lanka",2002,0.38
"South-East Asia",India,2002,0.43
"South-East Asia",Thailand,2002,0.7
Americas,Grenada,2002,0.83
"Western Pacific",Malaysia,2002,0.95
Americas,Mexico,2002,0.97
"Western Pacific",Mongolia,2002,1.26
"Eastern Mediterranean",Tunisia,2002,1.4
Europe,Tajikistan,2002,1.46
Europe,"Bosnia and Herzegovina",2002,1.64
Americas,"Trinidad and Tobago",2002,1.65
Americas,Ecuador,2002,1.7
Europe,Armenia,2002,1.92
Europe,Iceland,2002,10.01
Americas,Uruguay,2002,12
Europe,Greece,2002,12.04
"Western Pacific","Brunei Darussalam",2002,2.06
Europe,Kyrgyzstan,2002,2.06
"Western Pacific",Tuvalu,2002,2.08
Europe,Turkmenistan,2002,2.09
Europe,Uzbekistan,2002,2.11
Europe,"Türkiye",2002,2.44
Africa,Algeria,2002,2.79
Europe,Azerbaijan,2002,2.79
Europe,Poland,2002,2.82
Americas,Panama,2002,2.87
"Eastern Mediterranean","United Arab Emirates",2002,2.91
Europe,"Russian Federation",2002,2.96
Europe,Kazakhstan,2002,3.2
Europe,"Republic of Moldova",2002,3.29
"Western Pacific","Republic of Korea",2002,3.3
Europe,Georgia,2002,3.4
Europe,Romania,2002,3.84
Europe,Malta,2002,3.92
"Western Pacific","New Zealand",2002,3.93
Europe,"Netherlands (Kingdom of the)",2002,3.96
"Eastern Mediterranean",Jordan,2002,4.24
Europe,Albania,2002,4.28
Europe,Slovakia,2002,4.35
Europe,Belarus,2002,4.43
Europe,Ukraine,2002,4.5
Americas,Paraguay,2002,4.61
Europe,Spain,2002,4.62
"Western Pacific",Australia,2002,4.78
Europe,Hungary,2002,4.78
Europe,Switzerland,2002,4.81
Europe,Austria,2002,4.9
Europe,Portugal,2002,5.03
"Western Pacific",Philippines,2002,5.2
Europe,Ireland,2002,5.35
Europe,Italy,2002,5.4
Europe,Latvia,2002,5.46
Americas,Canada,2002,5.69
Europe,"North Macedonia",2002,5.7
Americas,"United States of America",2002,5.77
Americas,"El Salvador",2002,5.79
Europe,Slovenia,2002,6.02
Europe,Andorra,2002,6.32
Europe,Luxembourg,2002,6.45
Europe,Lithuania,2002,6.5
Europe,Czechia,2002,6.54
Europe,Cyprus,2002,6.62
Europe,Croatia,2002,7.03
Europe,France,2002,7.1
"Western Pacific",Japan,2002,7.1
Europe,Belgium,2002,7.44
Europe,Germany,2002,7.59
Europe,Bulgaria,2002,7.82
Europe,Estonia,2002,7.82
Americas,Colombia,2002,7.99
Europe,Norway,2002,8.09
Europe,Sweden,2002,8.17
"Eastern Mediterranean","Syrian Arab Republic",2002,8.36
Europe,Denmark,2002,8.52
Europe,Israel,2002,8.87
Americas,Cuba,2002,8.91
Americas,Brazil,2002,9.14
Europe,Finland,2002,9.6
"South-East Asia",Timor-Leste,2001,0.01
"Eastern Mediterranean",Pakistan,2001,0.29
"South-East Asia",India,2001,0.44
"South-East Asia",Thailand,2001,0.68
Americas,Grenada,2001,0.83
"Eastern Mediterranean","Saudi Arabia",2001,0.93
"Western Pacific",Malaysia,2001,0.95
Americas,Mexico,2001,0.97
"Eastern Mediterranean",Tunisia,2001,1.4
Europe,Tajikistan,2001,1.44
Europe,"Bosnia and Herzegovina",2001,1.63
Americas,Ecuador,2001,1.64
Americas,"Trinidad and Tobago",2001,1.65
Europe,Armenia,2001,1.67
Americas,"Saint Lucia",2001,1.69
Americas,"Saint Vincent and the Grenadines",2001,1.85
Europe,Iceland,2001,10
Europe,Greece,2001,11.43
Europe,Uzbekistan,2001,2.11
Europe,Kyrgyzstan,2001,2.12
Europe,Turkmenistan,2001,2.25
Americas,Barbados,2001,2.29
Europe,"Türkiye",2001,2.43
Americas,Panama,2001,2.49
"Western Pacific",Singapore,2001,2.64
Europe,Poland,2001,2.65
Europe,Azerbaijan,2001,2.73
Europe,Kazakhstan,2001,2.78
"Eastern Mediterranean","United Arab Emirates",2001,2.81
Europe,"Russian Federation",2001,2.96
Europe,"Republic of Moldova",2001,3.11
"Western Pacific","Republic of Korea",2001,3.13
Europe,Georgia,2001,3.17
"Western Pacific",Tonga,2001,3.2
Americas,"Saint Kitts and Nevis",2001,3.28
"Eastern Mediterranean",Kuwait,2001,3.35
Europe,Hungary,2001,3.58
Europe,Romania,2001,3.75
Europe,Malta,2001,3.92
Europe,"Netherlands (Kingdom of the)",2001,3.93
"Western Pacific","New Zealand",2001,4.11
Europe,Slovakia,2001,4.41
Europe,Belarus,2001,4.42
Europe,Ukraine,2001,4.48
Europe,Spain,2001,4.49
Europe,Portugal,2001,4.69
"Western Pacific",Australia,2001,4.75
Europe,Switzerland,2001,4.75
Europe,Austria,2001,4.82
Europe,Albania,2001,4.84
Europe,Ireland,2001,5.19
"Eastern Mediterranean",Jordan,2001,5.22
Europe,Latvia,2001,5.3
Europe,Italy,2001,5.41
Europe,"North Macedonia",2001,5.45
Americas,"Venezuela (Bolivarian Republic of)",2001,5.48
Americas,Canada,2001,5.63
Americas,"United States of America",2001,5.75
Europe,Slovenia,2001,5.92
Europe,Luxembourg,2001,6.23
Europe,Andorra,2001,6.37
Europe,Czechia,2001,6.55
"Western Pacific","Cook Islands",2001,6.58
Europe,Cyprus,2001,6.58
Europe,Lithuania,2001,6.95
Europe,Croatia,2001,7.02
Europe,France,2001,7.12
Americas,Colombia,2001,7.22
Europe,Belgium,2001,7.47
Europe,Germany,2001,7.57
Europe,Norway,2001,8.04
Europe,Estonia,2001,8.08
Europe,Sweden,2001,8.11
Europe,Bulgaria,2001,8.18
Europe,Israel,2001,8.2
Europe,Denmark,2001,8.6
Americas,Brazil,2001,8.76
Americas,Cuba,2001,8.86
Europe,Finland,2001,9.66
"Eastern Mediterranean",Lebanon,2001,9.73
Africa,Guinea,2000,0.02
Africa,Eswatini,2000,0.03
"Western Pacific","Papua New Guinea",2000,0.16
"Western Pacific",Cambodia,2000,0.17
"Eastern Mediterranean",Pakistan,2000,0.27
"South-East Asia","Sri Lanka",2000,0.33
"South-East Asia",India,2000,0.37
Americas,Guyana,2000,0.39
Americas,"Saint Vincent and the Grenadines",2000,0.44
Americas,Grenada,2000,0.84
"Western Pacific",Malaysia,2000,0.93
Americas,Mexico,2000,1.01
"Western Pacific",Philippines,2000,1.08
"Eastern Mediterranean",Oman,2000,1.15
"Western Pacific","Micronesia (Federated States of)",2000,1.25
Americas,Belize,2000,1.33
"Eastern Mediterranean",Tunisia,2000,1.35
"Western Pacific","Brunei Darussalam",2000,1.47
Europe,Tajikistan,2000,1.47
Americas,"Trinidad and Tobago",2000,1.5
Americas,Ecuador,2000,1.63
Europe,"Bosnia and Herzegovina",2000,1.74
Americas,Honduras,2000,1.74
Europe,Iceland,2000,10.06
Europe,Greece,2000,11.47
Europe,Uzbekistan,2000,2.06
Europe,Kyrgyzstan,2000,2.23
"Eastern Mediterranean","United Arab Emirates",2000,2.3
Europe,Armenia,2000,2.37
Europe,Turkmenistan,2000,2.37
Europe,"Türkiye",2000,2.43
Europe,Kazakhstan,2000,2.55
Europe,Azerbaijan,2000,2.73
Europe,"Russian Federation",2000,2.97
Europe,Poland,2000,3.07
"Western Pacific","Republic of Korea",2000,3.08
Europe,"Republic of Moldova",2000,3.14
Europe,Hungary,2000,3.24
Europe,Georgia,2000,3.48
Europe,Romania,2000,3.61
Americas,"Costa Rica",2000,3.73
Europe,"Netherlands (Kingdom of the)",2000,3.9
Europe,Malta,2000,3.93
"Western Pacific","New Zealand",2000,4.12
Europe,Spain,2000,4.28
Europe,Portugal,2000,4.33
Europe,Slovakia,2000,4.43
Europe,Belarus,2000,4.49
Europe,Ukraine,2000,4.51
"Western Pacific",Australia,2000,4.54
Europe,Albania,2000,4.6
Europe,Austria,2000,4.65
Americas,"United States of America",2000,4.77
Europe,Switzerland,2000,4.83
Europe,Ireland,2000,4.99
Europe,Latvia,2000,5.22
"Eastern Mediterranean",Jordan,2000,5.36
Europe,"North Macedonia",2000,5.49
Europe,Italy,2000,5.59
Americas,Canada,2000,5.6
Europe,Slovenia,2000,5.83
Europe,Luxembourg,2000,5.96
Europe,Czechia,2000,6.5
Europe,Cyprus,2000,6.53
Europe,Andorra,2000,6.55
"Eastern Mediterranean","Syrian Arab Republic",2000,6.71
Europe,Lithuania,2000,6.85
Europe,Croatia,2000,6.88
"Western Pacific",Japan,2000,6.96
Europe,France,2000,7.16
Europe,Belgium,2000,7.47
Europe,Germany,2000,7.51
Europe,Estonia,2000,7.54
Americas,Colombia,2000,7.76
Europe,Norway,2000,8.03
Europe,Sweden,2000,8.07
Europe,Israel,2000,8.18
Europe,Bulgaria,2000,8.47
Europe,Denmark,2000,8.58
Americas,Brazil,2000,8.82
Americas,Cuba,2000,8.93
Europe,Finland,2000,9.71
"Eastern Mediterranean",Djibouti,1999,0.08
"Eastern Mediterranean",Pakistan,1999,0.25
"South-East Asia","Sri Lanka",1999,0.28
"Western Pacific",Fiji,1999,0.39
"Eastern Mediterranean",Oman,1999,0.47
Americas,"Saint Lucia",1999,0.57
"Western Pacific","Solomon Islands",1999,0.6
"South-East Asia",Thailand,1999,0.65
Americas,Grenada,1999,0.84
"Western Pacific",Malaysia,1999,0.85
Americas,Mexico,1999,1.04
Americas,Peru,1999,1.07
"Eastern Mediterranean",Tunisia,1999,1.35
Europe,Tajikistan,1999,1.44
Americas,"Trinidad and Tobago",1999,1.44
Americas,Ecuador,1999,1.6
Europe,"Bosnia and Herzegovina",1999,1.72
Europe,Turkmenistan,1999,1.77
Americas,Guatemala,1999,1.79
Europe,Iceland,1999,10.02
Europe,Greece,1999,11.33
Europe,"Türkiye",1999,2.16
Europe,Uzbekistan,1999,2.21
"Western Pacific",Singapore,1999,2.38
Europe,Kyrgyzstan,1999,2.53
Americas,Panama,1999,2.7
Europe,"Russian Federation",1999,2.73
Europe,Azerbaijan,1999,2.77
"Western Pacific","Republic of Korea",1999,3.02
Americas,"Saint Kitts and Nevis",1999,3.14
Europe,Romania,1999,3.21
Europe,Armenia,1999,3.24
Europe,Poland,1999,3.46
Europe,Portugal,1999,3.76
Europe,Kazakhstan,1999,3.84
Europe,"Netherlands (Kingdom of the)",1999,3.85
Europe,Georgia,1999,3.87
Europe,Malta,1999,3.96
Europe,"Republic of Moldova",1999,4
"Western Pacific","New Zealand",1999,4.06
Europe,Spain,1999,4.14
Europe,Albania,1999,4.47
Europe,Belarus,1999,4.47
Europe,Hungary,1999,4.51
Europe,Austria,1999,4.59
Europe,Latvia,1999,4.69
"Western Pacific",Australia,1999,4.7
Europe,Andorra,1999,4.72
Europe,Ireland,1999,4.78
Europe,Switzerland,1999,4.83
Americas,"El Salvador",1999,5.01
"Eastern Mediterranean",Jordan,1999,5.14
Europe,"North Macedonia",1999,5.51
Americas,Canada,1999,5.52
Europe,Bulgaria,1999,5.77
Europe,Slovenia,1999,5.86
Europe,Italy,1999,6.12
Europe,Luxembourg,1999,6.26
Europe,Czechia,1999,6.27
Europe,Cyprus,1999,6.49
Europe,Lithuania,1999,6.5
"Eastern Mediterranean","Syrian Arab Republic",1999,6.59
Europe,Croatia,1999,6.65
Europe,France,1999,7.22
Europe,Germany,1999,7.44
Americas,Colombia,1999,7.51
Europe,Estonia,1999,7.55
Europe,Belgium,1999,8.14
Europe,Norway,1999,8.15
Europe,Sweden,1999,8.17
Americas,Brazil,1999,8.47
Europe,Denmark,1999,8.62
Americas,Cuba,1999,8.96
Europe,Israel,1999,9.53
Europe,Finland,1999,9.7
"Western Pacific",Cambodia,1998,0.06
Americas,Haiti,1998,0.12
"Eastern Mediterranean",Pakistan,1998,0.24
"South-East Asia","Sri Lanka",1998,0.26
Africa,Congo,1998,0.34
"Eastern Mediterranean",Oman,1998,0.42
"Western Pacific",Kiribati,1998,0.47
"South-East Asia",Thailand,1998,0.64
"Western Pacific",Malaysia,1998,0.96
Americas,Mexico,1998,1.02
"Eastern Mediterranean",Tunisia,1998,1.34
Americas,"Trinidad and Tobago",1998,1.44
Americas,Ecuador,1998,1.54
Europe,Turkmenistan,1998,1.79
Europe,Tajikistan,1998,1.84
Europe,Israel,1998,10.02
Europe,Greece,1998,11.19
"Western Pacific",Palau,1998,12.97
Europe,"Türkiye",1998,2.06
Europe,Romania,1998,2.41
Europe,Kazakhstan,1998,2.42
Europe,Uzbekistan,1998,2.43
Europe,Kyrgyzstan,1998,2.61
Americas,Panama,1998,2.72
Europe,"Russian Federation",1998,2.73
Americas,"Saint Kitts and Nevis",1998,2.73
"Western Pacific","Republic of Korea",1998,2.79
Europe,Azerbaijan,1998,2.84
Europe,Armenia,1998,3.27
Europe,Portugal,1998,3.34
Europe,Malta,1998,3.43
Europe,Georgia,1998,3.5
"Western Pacific","New Zealand",1998,3.93
Europe,Spain,1998,3.97
Europe,Belarus,1998,4.11
Europe,Latvia,1998,4.14
Europe,"Republic of Moldova",1998,4.24
Europe,Albania,1998,4.33
Europe,Hungary,1998,4.39
Europe,Poland,1998,4.52
Europe,"Netherlands (Kingdom of the)",1998,4.53
Europe,Austria,1998,4.54
Europe,Ireland,1998,4.62
"Western Pacific",Australia,1998,4.69
"Eastern Mediterranean",Jordan,1998,4.84
Europe,Switzerland,1998,4.88
Europe,Andorra,1998,5.2
Europe,Italy,1998,5.42
Americas,Canada,1998,5.44
Europe,"North Macedonia",1998,5.61
Europe,Slovenia,1998,5.91
Europe,Bulgaria,1998,5.95
Europe,Luxembourg,1998,6.18
Europe,Czechia,1998,6.22
Europe,Lithuania,1998,6.27
Europe,Cyprus,1998,6.42
"Eastern Mediterranean","Syrian Arab Republic",1998,6.62
Europe,Croatia,1998,6.66
"Western Pacific",Japan,1998,6.77
Europe,France,1998,7.18
Americas,Colombia,1998,7.28
Europe,Germany,1998,7.37
Europe,Estonia,1998,7.41
Americas,Argentina,1998,7.95
Europe,Belgium,1998,8.08
Americas,Brazil,1998,8.18
Europe,Sweden,1998,8.19
Europe,Norway,1998,8.22
Europe,Denmark,1998,8.73
Americas,Cuba,1998,8.95
Europe,Finland,1998,9.67
Europe,Iceland,1998,9.89
Africa,Angola,1997,0
"Eastern Mediterranean",Yemen,1997,0.14
"Eastern Mediterranean",Pakistan,1997,0.22
"South-East Asia","Sri Lanka",1997,0.25
"Eastern Mediterranean",Oman,1997,0.38
Americas,"Saint Vincent and the Grenadines",1997,0.53
"South-East Asia",Thailand,1997,0.56
Americas,Dominica,1997,0.58
Americas,Grenada,1997,0.67
"Western Pacific",Malaysia,1997,0.87
Americas,Mexico,1997,1
Americas,"Trinidad and Tobago",1997,1.23
"Eastern Mediterranean",Tunisia,1997,1.27
"Eastern Mediterranean",Libya,1997,1.37
Europe,Tajikistan,1997,1.55
Americas,Ecuador,1997,1.57
Americas,"Antigua and Barbuda",1997,1.83
Europe,"Türkiye",1997,1.99
Europe,Iceland,1997,10.47
Europe,Greece,1997,10.96
Americas,"Saint Kitts and Nevis",1997,2.3
Europe,Romania,1997,2.36
Europe,Uzbekistan,1997,2.46
Europe,Kyrgyzstan,1997,2.61
Americas,Panama,1997,2.62
Europe,Kazakhstan,1997,2.63
"Western Pacific","Republic of Korea",1997,2.68
Europe,"Russian Federation",1997,2.69
Europe,Portugal,1997,2.99
Europe,Azerbaijan,1997,3.06
Europe,Malta,1997,3.12
Europe,Armenia,1997,3.31
Europe,Georgia,1997,3.64
Europe,Hungary,1997,3.72
Europe,Spain,1997,3.78
"Western Pacific","New Zealand",1997,3.9
Europe,Belarus,1997,3.94
Europe,Albania,1997,4.21
Europe,"Republic of Moldova",1997,4.28
Europe,Latvia,1997,4.41
Europe,"Netherlands (Kingdom of the)",1997,4.47
Europe,"United Kingdom of Great Britain and Northern Ireland",1997,4.48
Europe,Austria,1997,4.54
Europe,Ireland,1997,4.55
Europe,Poland,1997,4.6
"Western Pacific",Australia,1997,4.64
Europe,Italy,1997,4.9
Europe,Switzerland,1997,5.01
Europe,"North Macedonia",1997,5.38
Americas,Canada,1997,5.4
Europe,Luxembourg,1997,5.85
Europe,Slovenia,1997,5.87
Europe,Lithuania,1997,5.89
Americas,Brazil,1997,6.16
